Scope,Country,ISO3,Topic / variable(s),Years,Source name,Source URL,Local path,Status,HTTP,Bytes,Verification / notes
Country,Portugal,PRT,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=PT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_64d479a4d7,downloaded,200,3196,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country) stock at 1 Jan; c_birth=FOR (born in a foreign country); apparent break in series (population census re-basing)
Country,Portugal,PRT,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=PT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_14e8189135,downloaded,200,3203,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless)
Country,Portugal,PRT,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8630,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat. CORRECTED: an earlier extraction of this country shifted the series one year forward; re-read directly from the Eurostat API and cross-checked against an independent compilation."
Country,Russia,RUS,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Russia,RUS,foreign_born,2010;2015;2020,UN DESA International Migrant Stock (World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/CHN;IND;PHL;RUS;ZAF;SUR;THA/indicator/SM.POP.TOTL?format=json&date=2010:2022&per_page=200,sources\002_SM.POP.TOTL_16f81ab86b,downloaded,200,19399,"retrieved_api_or_data UN estimate (not annual); mid-year benchmark year only; largely reflects persons born in other former-USSR republics; retrieved from World Bank mirror of UN DESA International Migrant Stock, accessed 2026-08 UN estimate (not annual); mid-year benchmark year only; largely reflects persons born in other former-USSR republics; excludes most temporary labour migrants; retrieved from World Bank mirror of UN DESA International Migrant Stock, accessed 2026-08"
Country,Russia,RUS,irregular_stock,2020,"Russian Ministry of Internal Affairs (MVD) data, reported by The Moscow Times, 16 April 2021",https://www.themoscowtimes.com/2021/04/16/russia-tells-illegal-migrants-from-post-soviet-countries-to-leave-by-june-15-a73623,sources\003_russia-tells-illegal-migrants-from-post-soviet-countries-to-leave-by-june-15-a73.html_b1c6b227ff,downloaded,200,51668,"retrieved_reference_file_or_page ADMINISTRATIVE COUNT, not a modelled stock and not an enforcement flow: MVD register of nationals of post-Soviet/CIS states residing in Russia without valid documentation, as at late 2020. LOWER BOUND: source states 'more than 1.2 million'; recorded here as 1,200,000. Covers CIS nationals only (Uzbekistan 332,000; Tajikistan 247,000; Ukraine 152,000; Azerbaijan 120,000; Kyrgyzstan 115,000; Armenia 61,000; Moldova 56,000; Kazakhstan 49,000) and therefore excludes non-CIS irregular migrants. No published method statement accompanies the figure."
Country,Slovak Republic,SVK,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Slovak Republic,SVK,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=SK&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_344a5abba9,downloaded,200,3183,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country) stock at 1 Jan; c_birth=FOR (born in a foreign country); apparent break in series (population census re-basing)
Country,Slovak Republic,SVK,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_237279e21e,downloaded,200,3190,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless) stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless); apparent break in series (population census re-basing)
Country,Slovak Republic,SVK,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8629,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Country,Slovenia,SVN,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Slovenia,SVN,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=SI&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_dcceeb62d2,downloaded,200,3185,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country) stock at 1 Jan; c_birth=FOR (born in a foreign country); apparent break in series (population census re-basing)
Country,Slovenia,SVN,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SI&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_8a0d1554bd,downloaded,200,3198,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless)
Country,Slovenia,SVN,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8629,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Country,South Africa,ZAF,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,South Africa,ZAF,foreign_born,2010;2015;2020,UN DESA International Migrant Stock (World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/CHN;IND;PHL;RUS;ZAF;SUR;THA/indicator/SM.POP.TOTL?format=json&date=2010:2022&per_page=200,sources\002_SM.POP.TOTL_16f81ab86b,downloaded,200,19399,"retrieved_api_or_data UN estimate (not annual); mid-year benchmark year only; retrieved from World Bank mirror of UN DESA International Migrant Stock, accessed 2026-08 UN estimate (not annual); mid-year benchmark year only; markedly higher than the Stats SA census counts for adjacent years; retrieved from World Bank mirror of UN DESA International Migrant Stock, accessed 2026-08"
Country,South Africa,ZAF,foreign_born,2011;2022,Statistics South Africa - Census 2011 (as tabulated in the Census 2022 Statistical Release P0301.4) | Statistics South Africa - Census 2022 Statistical Release P0301.4,https://census.statssa.gov.za/assets/documents/2022/P03014_Census_2022_Statistical_Release.pdf,sources\003_P03014_Census_2022_Statistical_Release.pdf_ad6a0f26e8,downloaded,200,3587195,"retrieved_reference_file_or_page Census count, reference date 9-31 Oct 2011; persons born outside South Africa; comparable series in the same table: Census 1996 = 835216, Census 2001 = 1025076 Census count, reference night 2-3 Feb 2022 (nearest census to 2021); persons born outside South Africa, just above 3 per cent of the total population; a separate Stats SA Income and Expenditure Survey 2022/23 put the foreign-born population higher at about 3.1 million"
Country,South Africa,ZAF,foreign_born,2016,Statistics South Africa - Community Survey 2016 (presented to the UN Expert Forum on International Migration Statistics 2023),https://unstats.un.org/unsd/demographic-social/migrationstat-forum-2023/presentations/E.3/4.Itani-StatsSA.pdf,sources\004_4.Itani-StatsSA.pdf_2dc82b281e,downloaded,200,806784,"retrieved_reference_file_or_page Large-scale household survey (not a census); persons born outside South Africa; Stats SA itself flags the 2011-2016 decline as anomalous, so treat with caution"
Country,Spain,ESP,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Spain,ESP,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=ES&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_1c6e5164ad,downloaded,200,3195,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country)
Country,Spain,ESP,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=ES&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_c2f8ce38e6,downloaded,200,3213,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless)
Country,Spain,ESP,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8629,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat."
Country,Spain,ESP,irregular_stock,2017;2018;2019;2020;2021;2022,"Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 2 | Funcas (2024), Estimacion de la poblacion en situacion irregular en Espana, Cuadro 1, Estimacion 1",https://www.funcas.es/wp-content/uploads/2024/05/2405-NCS.pdf,sources\005_2405-NCS.pdf_bdf2b5a667,downloaded,200,415147,"retrieved_reference_file_or_page Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2017. Estimacion 2 counts only nationality groups with positive padron-minus-permits differences; Funcas presents it as the more precise variant. Estimacion 1 for 2017 is negative (-41,391) and is therefore not recorded as a stock. Printed value in Cuadro 1. Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2018. Estimacion 2 counts only nationality groups with positive differences. Printed value in Cuadro 1. Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2019. Estimacion 2 counts only nationality groups with positive differences. Printed value in Cuadro 1. Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2020. Estimacion 2 counts only nationality groups with positive differences. Printed value in Cuadro 1. Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2021. Estimacion 2 counts only nationality groups with positive differences; Funcas presents it as the more precise variant. Estimacion 1 for the same date is 446,557. Printed value in Cuadro 1. Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2022. Estimacion 2 counts only nationality groups with positive differences. This is the value the Funcas text describes as 'unas 480.000 personas a finales de 2021'. Printed value in Cuadro 1. Modelled resident stock: padron-residual estimate (official population figures minus regular residence permits/assimilable status), non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2018 ('Cifras a 1 de enero de cada ano'). Estimacion 1 sums all continent differences including negative ones. Printed value in Cuadro 1, not read from a chart. Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2019. Estimacion 1 (all differences, including negative). Printed value in Cuadro 1. Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2020. Estimacion 1 (all differences, including negative). Printed value in Cuadro 1. Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2021. Estimacion 1 (all differences, including negative); Estimacion 2 for the same date is 517,149. Both are printed values in Cuadro 1, resolving the earlier chart-reading ambiguity: the '480.000 a finales de 2021' quoted in the body text corresponds to Estimacion 2 at 1 January 2022 (482,139), NOT to the 2021 column. Modelled resident stock: padron-residual estimate, non-EU/non-EFTA/non-UK nationals. Reference date 1 January 2022. Estimacion 1 (all differences, including negative). Printed value in Cuadro 1."
Country,Spain,ESP,irregular_stock,2017,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,sources\006_europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off.html_a3fd290b66,downloaded,200,504541,"retrieved_reference_file_or_page Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 100000-200000, value is the midpoint of the published range. Pew reports only rounded 100k bounds."
Country,Spain,ESP,irregular_stock,2019,"Fundacion porCausa (2020), Una fotografia de la inmigracion irregular en Espana",https://porcausa.org/wp-content/uploads/2020/07/RetratodelairregularidadporCausa.pdf,sources\007_RetratodelairregularidadporCausa.pdf_02f167212f,downloaded,200,1556559,"retrieved_reference_file_or_page Residual method: municipal register (Padron Municipal, which records foreigners irrespective of status) minus valid residence authorisations, cross-checked against Labour Force Survey (EPA) versus Social Security affiliation; published range 390000-470000 at end-2019, value is the midpoint."
Country,Suriname,SUR,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Suriname,SUR,foreign_born,2010;2015;2020,UN DESA International Migrant Stock (World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/CHN;IND;PHL;RUS;ZAF;SUR;THA/indicator/SM.POP.TOTL?format=json&date=2010:2022&per_page=200,sources\002_SM.POP.TOTL_16f81ab86b,downloaded,200,19399,"retrieved_api_or_data UN estimate (not annual); mid-year benchmark year only; retrieved from World Bank mirror of UN DESA International Migrant Stock, accessed 2026-08"
Country,Suriname,SUR,foreign_born;foreign_nationals,2012,General Bureau of Statistics Suriname (ABS) - Census 8 (2012) Volume 1 Demographic and Social Characteristics and Migration,https://statistics-suriname.org/wp-content/uploads/2019/05/Publicatie-Census-8-Volume-1-Demografische-en-Sociale-Karakteristieken-en-Migratie.pdf,sources\003_Publicatie-Census-8-Volume-1-Demografische-en-Sociale-Karakteristieken-en-Migrat.pdf_acdd8e3db4,downloaded,200,5845330,"retrieved_reference_file_or_page Census count, reference date 13 Aug 2012 (de jure population 541638); persons born abroad = 6.5 per cent of the population (Table I); the 2012 census is the most recent published Suriname census, no 2022/2023 census results are available Census count, reference date 13 Aug 2012; persons with a non-Surinamese nationality (Table H2): Dutch 10248, Guyanese 8278, Brazilian 5027, Chinese 3758, French 3575, other 2167, nationality unknown 3340 - the published total therefore includes 3340 persons of unknown nationality"
Country,Sweden,SWE,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Sweden,SWE,foreign_born,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=SE&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop3ctb.json_d29472d0d0,downloaded,200,3196,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country)
Country,Sweden,SWE,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=SE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\003_migr_pop1ctz.json_5a4106f7ef,downloaded,200,3201,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless)
Country,Sweden,SWE,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\004_table.html_197b34a1e6,downloaded,200,8629,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat. CORRECTED: an earlier extraction of this country shifted the series one year forward; re-read directly from the Eurostat API and cross-checked against an independent compilation. Break in series: Sweden's 2014 figure (72835) and earlier years are not comparable with 2014 onwards owing to a change in national reporting practice."
Country,Switzerland,CHE,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,sources\001_SP.POP.TOTL_80953ad53b,downloaded,200,17637,"retrieved_reference_file_or_page Total resident population, mid-year estimate. Retrieved via World Bank API, August 2026."
Country,Switzerland,CHE,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=CH&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,sources\002_migr_pop1ctz.json_907205e47c,downloaded,200,3286,retrieved_api_or_data stock at 1 Jan; citizen=FOR_STLS (foreign citizens incl. stateless)
Country,Switzerland,CHE,irregular_proxy_detections,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,sources\003_table.html_197b34a1e6,downloaded,200,8627,"retrieved_reference_file_or_page Eurostat enforcement statistic - annual flow of detections, NOT a stock. Dataset migr_eipre, dimensions freq=A citizen=TOTAL reason=TOTAL apprehen=TOTAL sex=T age=TOTAL unit=PER. Rounded to nearest 5 by Eurostat. CORRECTED: an earlier extraction of this country shifted the series one year forward; re-read directly from the Eurostat API and cross-checked against an independent compilation."
Country,Switzerland,CHE,foreign_born,2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=CH&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,sources\004_migr_pop3ctb.json_3942f75e85,downloaded,200,3257,retrieved_api_or_data stock at 1 Jan; c_birth=FOR (born in a foreign country); Eurostat series for Switzerland starts in 2011
Country,Switzerland,CHE,irregular_stock,2015,"Morlok, Oswald, Meier, Efionayi-Mader, Ruedin, Bader, Wanner (2015), Sans-Papiers in der Schweiz 2015, State Secretariat for Migration (SEM)",https://www.sem.admin.ch/dam/sem/de/data/internationales/illegale-migration/sans_papiers/ber-sanspapiers-2015-d.pdf,,failed,404,0,"not_retrieved Expert-interview / Delphi estimate for 12 cantons extrapolated by regression to the remaining 15 cantons, cross-checked against ZEMIS, AHV and vital-statistics data; point estimate 76000, plausible range 50000-99000. Covers third-country (non-EU/EFTA) nationals only. Download error: 遠端伺服器傳回一個錯誤: (404) 找不到。"
Country,Switzerland,CHE,irregular_stock,2017,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,sources\006_europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off.html_a3fd290b66,downloaded,200,504541,"retrieved_reference_file_or_page Pew residual method (population/labour-force data minus lawfully resident foreign-born), estimate INCLUDES asylum seekers awaiting a decision; published range 100000-200000, value is the midpoint of the published range. Pew reports only rounded 100k bounds."
Country,Taiwan,TWN,population,2010;2011;2012;2013;2014;2015;2016,"內政部統計處 內政統計年報 108年版 (MOI Dept. of Statistics, Statistical Yearbook of Interior, 2019 ed.)",https://ws.moi.gov.tw/Download.ashx?u=LzAwMS9VcGxvYWQvNDAwL3JlbGZpbGUvMC8xMzMzNy9jNDg1YjU2OC1lNWU2LTRkYTItYWIwZS1lMTJlNmVmZjBkZTIucGRm&n=MTA45bm05YWn5pS%2f57Wx6KiI5bm05aCx6Zu75a2Q5pu4LnBkZg%3d%3d&icon=.pdf,sources\001_Download.ashx_45744d7a9d,downloaded,200,3151782,"retrieved_reference_file_or_page Year-end (31 Dec) registered household population (年底戶籍登記人口), ROC year 99. Published rounded to thousands as 23,162 thousand persons in the 重要內政統計指標 table; value here = published thousands x 1000, so precision is +/-500 persons. Cross-checked: the same table's 2011/2013-2016 values match DGBAS Statistical Yearbook of the ROC 2024 Table 3 'General situation of population' (end of year) exactly (https://ws.dgbas.gov.tw/001/Upload/464/relfile/10924/232173/y003.pdf). Year-end (31 Dec) registered household population (年底戶籍登記人口), ROC year 100. Published rounded to thousands as 23,225 thousand persons in the 重要內政統計指標 table; value here = published thousands x 1000, so precision is +/-500 persons. Cross-checked: the same table's 2011/2013-2016 values match DGBAS Statistical Yearbook of the ROC 2024 Table 3 'General situation of population' (end of year) exactly (https://ws.dgbas.gov.tw/001/Upload/464/relfile/10924/232173/y003.pdf). Year-end (31 Dec) registered household population (年底戶籍登記人口), ROC year 101. Published rounded to thousands as 23,316 thousand persons in the 重要內政統計指標 table; value here = published thousands x 1000, so precision is +/-500 persons. Cross-checked: the same table's 2011/2013-2016 values match DGBAS Statistical Yearbook of the ROC 2024 Table 3 'General situation of population' (end of year) exactly (https://ws.dgbas.gov.tw/001/Upload/464/relfile/10924/232173/y003.pdf). Year-end (31 Dec) registered household population (年底戶籍登記人口), ROC year 102. Published rounded to thousands as 23,374 thousand persons in the 重要內政統計指標 table; value here = published thousands x 1000, so precision is +/-500 persons. Cross-checked: the same table's 2011/2013-2016 values match DGBAS Statistical Yearbook of the ROC 2024 Table 3 'General situation of population' (end of year) exactly (https://ws.dgbas.gov.tw/001/Upload/464/relfile/10924/232173/y003.pdf). Year-end (31 Dec) registered household population (年底戶籍登記人口), ROC year 103. Published rounded to thousands as 23,434 thousand persons in the 重要內政統計指標 table; value here = published thousands x 1000, so precision is +/-500 persons. Cross-checked: the same table's 2011/2013-2016 values match DGBAS Statistical Yearbook of the ROC 2024 Table 3 'General situation of population' (end of year) exactly (https://ws.dgbas.gov.tw/001/Upload/464/relfile/10924/232173/y003.pdf). Year-end (31 Dec) registered household population (年底戶籍登記人口), ROC year 104. Published rounded to thousands as 23,492 thousand persons in the 重要內政統計指標 table; value here = published thousands x 1000, so precision is +/-500 persons. Cross-checked: the same table's 2011/2013-2016 values match DGBAS Statistical Yearbook of the ROC 2024 Table 3 'General situation of population' (end of year) exactly (https://ws.dgbas.gov.tw/001/Upload/464/relfile/10924/232173/y003.pdf). Year-end (31 Dec) registered household population (年底戶籍登記人口), ROC year 105. Published rounded to thousands as 23,540 thousand persons in the 重要內政統計指標 table; value here = published thousands x 1000, so precision is +/-500 persons. Cross-checked: the same table's 2011/2013-2016 values match DGBAS Statistical Yearbook of the ROC 2024 Table 3 'General situation of population' (end of year) exactly (https://ws.dgbas.gov.tw/001/Upload/464/relfile/10924/232173/y003.pdf)."
